Program;Version;UncFdpMax;NoUncFdpMax;Status;SubFdpMax;NoSubFdpMax;LessFdpUnc;MoreFdpUnc
Math;7b;1.000000;1;clear;0.000000;0;False;True;
Math;80b;1.000000;51;clear;1.000000;103;False;False;
Math;81b;0.333333;11;clear;0.333333;11;False;False;
Math;82b;0.500000;1;clear;0.000000;0;False;True;
Math;83b;0.250000;1;clear;0.250000;3;False;False;
Math;84b;0.500000;10;clear;0.500000;29;False;False;
Math;85b;1.000000;11;clear;0.000000;0;False;True;
Math;86b;0.250000;6;clear;0.250000;24;False;False;
Math;87b;0.500000;3;clear;0.000000;0;False;True;
Math;88b;0.500000;1;clear;0.000000;0;False;True;
Math;89b;0.000000;0;notclear;0.000000;0;False;False;
Math;8b;0.333333;1;clear;0.333333;17;False;False;
Math;90b;0.000000;0;notclear;0.166667;4;True;False;
Math;91b;1.000000;6;clear;1.000000;2;False;False;
Math;92b;0.500000;6;clear;0.500000;1;False;False;
Math;93b;1.000000;3;clear;0.000000;0;False;True;
Math;94b;1.000000;2;clear;0.000000;0;False;True;
Math;95b;0.500000;2;clear;0.500000;3;False;False;
Math;96b;0.500000;4;clear;0.000000;0;False;True;
Math;97b;1.000000;1;clear;1.000000;2;False;False;
Math;98b;0.058824;2;clear;0.058824;1;False;False;
Math;99b;1.000000;9;clear;1.000000;3;False;False;
Math;9b;0.037037;8;clear;0.000000;0;False;True;
